,Date,BE,DE,FR,NP
953,2013-02-09 17:00:00,54.99,32.02,51.98,35.87
954,2013-02-09 18:00:00,54.06,34.81,54.06,36.17
955,2013-02-09 19:00:00,51.86,41.96,51.86,36.26
956,2013-02-09 20:00:00,64.2,45.92,50.06,36.81
957,2013-02-09 21:00:00,70.0,36.51,47.58,35.86
958,2013-02-09 22:00:00,60.0,29.08,49.26,34.52
959,2013-02-09 23:00:00,45.1,23.13,45.1,33.33
960,2013-02-10 00:00:00,30.14,30.14,30.14,37.38
961,2013-02-10 01:00:00,28.36,28.36,28.36,36.98
962,2013-02-10 02:00:00,27.45,27.45,27.45,36.61
963,2013-02-10 03:00:00,24.27,24.27,24.27,36.32
964,2013-02-10 04:00:00,24.91,24.91,24.91,36.77
965,2013-02-10 05:00:00,29.74,29.74,29.74,37.4
966,2013-02-10 06:00:00,42.37,42.37,42.37,39.33
967,2013-02-10 07:00:00,58.06,58.06,58.06,44.88
968,2013-02-10 08:00:00,60.65,60.65,60.65,46.93
969,2013-02-10 09:00:00,59.42,49.23,59.42,43.61
970,2013-02-10 10:00:00,56.63,34.04,56.63,41.39
971,2013-02-10 11:00:00,61.2,31.02,61.2,39.96
972,2013-02-10 12:00:00,58.47,28.23,58.47,39.59
973,2013-02-10 13:00:00,57.43,26.42,57.43,38.75
974,2013-02-10 14:00:00,56.31,27.04,56.31,38.5
975,2013-02-10 15:00:00,49.96,28.12,49.96,38.26
976,2013-02-10 16:00:00,49.34,29.96,49.34,38.52
977,2013-02-10 17:00:00,46.75,43.33,46.75,39.42
978,2013-02-10 18:00:00,57.1,57.1,57.1,42.13
979,2013-02-10 19:00:00,64.38,64.38,64.38,46.01
980,2013-02-10 20:00:00,60.0,52.87,60.0,41.15
981,2013-02-10 21:00:00,47.15,35.54,47.15,38.05
982,2013-02-10 22:00:00,53.13,31.06,53.13,37.26
983,2013-02-10 23:00:00,41.83,28.14,41.83,36.73
984,2013-02-11 00:00:00,27.78,27.78,27.78,32.42
985,2013-02-11 01:00:00,19.87,19.87,19.87,32.21
986,2013-02-11 02:00:00,13.13,13.13,13.13,31.95
987,2013-02-11 03:00:00,12.1,12.1,12.1,32.29
988,2013-02-11 04:00:00,8.9,11.64,8.9,32.38
989,2013-02-11 05:00:00,10.47,12.16,10.47,32.65
990,2013-02-11 06:00:00,12.54,12.54,12.54,33.15
991,2013-02-11 07:00:00,12.67,14.16,12.67,33.23
992,2013-02-11 08:00:00,25.08,25.08,25.08,33.76
993,2013-02-11 09:00:00,32.38,32.38,32.38,34.33
994,2013-02-11 10:00:00,35.64,35.64,35.64,35.07
995,2013-02-11 11:00:00,37.38,37.38,37.38,35.65
996,2013-02-11 12:00:00,37.08,37.08,37.08,35.43
997,2013-02-11 13:00:00,35.92,35.92,35.92,34.92
998,2013-02-11 14:00:00,34.24,34.24,34.24,34.48
999,2013-02-11 15:00:00,34.63,34.63,34.63,34.74
1000,2013-02-11 16:00:00,35.9,35.9,35.9,35.18
1001,2013-02-11 17:00:00,40.96,40.96,40.96,37.04
1002,2013-02-11 18:00:00,48.38,48.38,48.38,37.9
1003,2013-02-11 19:00:00,41.43,41.43,41.43,36.65
1004,2013-02-11 20:00:00,37.42,37.42,37.42,35.06
1005,2013-02-11 21:00:00,29.45,30.67,29.45,34.25
1006,2013-02-11 22:00:00,33.33,33.33,33.33,33.69
1007,2013-02-11 23:00:00,28.73,28.73,28.73,33.12
1008,2013-02-12 00:00:00,52.68,33.13,52.68,33.64
1009,2013-02-12 01:00:00,51.08,31.87,51.08,33.43
1010,2013-02-12 02:00:00,46.27,30.44,46.27,33.44
1011,2013-02-12 03:00:00,33.41,32.05,33.41,33.6
1012,2013-02-12 04:00:00,32.46,32.46,32.46,34.15
1013,2013-02-12 05:00:00,41.01,33.68,41.01,36.27
1014,2013-02-12 06:00:00,56.43,55.1,56.43,43.44
1015,2013-02-12 07:00:00,69.84,69.84,69.84,50.11
1016,2013-02-12 08:00:00,74.5,74.5,74.5,59.96
1017,2013-02-12 09:00:00,68.79,68.79,68.79,50.0
1018,2013-02-12 10:00:00,59.48,59.48,59.48,46.85
1019,2013-02-12 11:00:00,56.05,56.05,57.38,46.08
1020,2013-02-12 12:00:00,52.77,52.77,63.34,45.79
1021,2013-02-12 13:00:00,55.31,55.31,63.09,46.1
1022,2013-02-12 14:00:00,60.44,60.44,62.0,45.06
1023,2013-02-12 15:00:00,60.6,60.6,60.6,46.98
1024,2013-02-12 16:00:00,68.77,68.77,68.77,48.2
1025,2013-02-12 17:00:00,99.96,99.96,99.96,46.96
1026,2013-02-12 18:00:00,116.53,116.53,116.53,43.7
1027,2013-02-12 19:00:00,81.9,81.9,81.9,40.3
1028,2013-02-12 20:00:00,68.76,68.76,68.76,38.67
1029,2013-02-12 21:00:00,59.81,59.81,59.81,36.85
1030,2013-02-12 22:00:00,62.79,44.37,62.79,35.6
1031,2013-02-12 23:00:00,56.08,32.63,60.12,33.62
1032,2013-02-13 00:00:00,48.41,36.01,48.405,37.2
1033,2013-02-13 01:00:00,50.0,36.9,50.0,37.0
1034,2013-02-13 02:00:00,45.04,35.8,45.04,36.92
1035,2013-02-13 03:00:00,43.81,36.41,43.805,37.11
1036,2013-02-13 04:00:00,40.78,36.9,40.778,37.72
1037,2013-02-13 05:00:00,41.84,35.32,41.837,38.73
1038,2013-02-13 06:00:00,46.57,44.97,46.569,41.36
1039,2013-02-13 07:00:00,63.07,63.07,63.073,61.76
1040,2013-02-13 08:00:00,64.35,64.35,64.353,63.9
1041,2013-02-13 09:00:00,63.63,61.56,63.63,60.9
1042,2013-02-13 10:00:00,69.0,60.09,69.0,58.96
1043,2013-02-13 11:00:00,69.27,57.39,69.27,46.98
1044,2013-02-13 12:00:00,60.7,58.26,60.698,43.62
1045,2013-02-13 13:00:00,58.43,57.74,58.431,42.92
1046,2013-02-13 14:00:00,56.74,56.74,56.74,43.01
1047,2013-02-13 15:00:00,56.44,56.44,56.44,42.88
1048,2013-02-13 16:00:00,51.56,51.56,51.558,44.98
1049,2013-02-13 17:00:00,63.2,63.2,63.196,59.31
1050,2013-02-13 18:00:00,98.0,87.94,97.999,48.09
1051,2013-02-13 19:00:00,88.0,69.94,88.003,42.55
1052,2013-02-13 20:00:00,61.2,57.75,61.2,40.81
1053,2013-02-13 21:00:00,53.54,50.93,53.544,40.41
1054,2013-02-13 22:00:00,55.13,47.75,55.13,39.26
1055,2013-02-13 23:00:00,53.48,37.4,53.476,37.73
1056,2013-02-14 00:00:00,50.12,37.0,50.123,37.11
1057,2013-02-14 01:00:00,51.86,36.58,51.859,36.86
1058,2013-02-14 02:00:00,42.15,34.84,42.147,36.58
1059,2013-02-14 03:00:00,37.11,35.29,37.107,36.76
1060,2013-02-14 04:00:00,36.22,35.14,36.217,36.74
1061,2013-02-14 05:00:00,38.9,35.97,38.901,37.67
1062,2013-02-14 06:00:00,46.76,41.8,46.758,40.02
1063,2013-02-14 07:00:00,54.68,54.68,54.68,42.47
1064,2013-02-14 08:00:00,57.35,56.1,57.351,43.97
1065,2013-02-14 09:00:00,65.24,54.86,65.239,42.47
1066,2013-02-14 10:00:00,60.4,51.99,60.399,42.56
1067,2013-02-14 11:00:00,58.01,52.18,58.006,41.54
1068,2013-02-14 12:00:00,58.29,48.0,58.293,41.04
1069,2013-02-14 13:00:00,56.0,48.07,55.997,40.8
1070,2013-02-14 14:00:00,57.11,46.98,57.11,40.83
1071,2013-02-14 15:00:00,52.54,48.93,52.539,40.82
1072,2013-02-14 16:00:00,50.99,50.99,50.991,40.97
1073,2013-02-14 17:00:00,56.06,56.06,56.055,42.91
1074,2013-02-14 18:00:00,65.38,64.59,65.376,41.75
1075,2013-02-14 19:00:00,69.0,64.34,69.001,40.74
1076,2013-02-14 20:00:00,61.94,49.96,61.942,40.03
1077,2013-02-14 21:00:00,51.36,40.77,51.357,39.39
1078,2013-02-14 22:00:00,56.43,38.11,56.432,38.11
1079,2013-02-14 23:00:00,52.37,36.72,52.373,36.93
1080,2013-02-15 00:00:00,46.13,35.56,46.129,36.62
1081,2013-02-15 01:00:00,50.4,35.11,50.403,36.4
1082,2013-02-15 02:00:00,46.96,34.05,46.963,36.16
1083,2013-02-15 03:00:00,43.61,35.51,43.611,36.64
1084,2013-02-15 04:00:00,39.31,36.36,39.308,37.21
1085,2013-02-15 05:00:00,45.16,36.71,45.163,38.33
1086,2013-02-15 06:00:00,53.69,41.82,53.694,40.07
1087,2013-02-15 07:00:00,60.48,60.48,60.48,42.73
1088,2013-02-15 08:00:00,62.56,62.56,62.558,45.63
1089,2013-02-15 09:00:00,64.98,64.98,64.978,44.6
1090,2013-02-15 10:00:00,64.01,64.01,64.008,43.9
1091,2013-02-15 11:00:00,61.64,61.64,61.64,42.66
1092,2013-02-15 12:00:00,62.61,62.61,62.614,41.5
1093,2013-02-15 13:00:00,59.24,59.24,59.24,40.9
1094,2013-02-15 14:00:00,56.05,56.05,56.05,40.59
1095,2013-02-15 15:00:00,53.09,53.09,53.089,40.4
1096,2013-02-15 16:00:00,50.91,50.91,50.908,40.7
1097,2013-02-15 17:00:00,55.09,55.09,55.085,42.08
1098,2013-02-15 18:00:00,64.93,64.93,64.934,41.77
1099,2013-02-15 19:00:00,67.7,59.41,67.698,40.62
1100,2013-02-15 20:00:00,59.17,59.17,59.175,40.02
1101,2013-02-15 21:00:00,51.31,49.98,51.309,39.38
1102,2013-02-15 22:00:00,54.28,45.97,54.28,38.85
1103,2013-02-15 23:00:00,53.1,37.77,53.098,37.78
1104,2013-02-16 00:00:00,56.0,37.06,55.999,37.23
1105,2013-02-16 01:00:00,54.99,36.66,54.989,37.13
1106,2013-02-16 02:00:00,52.53,36.08,52.53,36.78
1107,2013-02-16 03:00:00,47.8,35.79,47.796,36.48
1108,2013-02-16 04:00:00,47.64,36.01,47.642,36.64
1109,2013-02-16 05:00:00,49.13,35.9,49.129,36.64
1110,2013-02-16 06:00:00,43.65,36.61,43.646,37.11
1111,2013-02-16 07:00:00,49.58,36.61,49.584,37.73
1112,2013-02-16 08:00:00,49.87,40.33,49.873,39.08
1113,2013-02-16 09:00:00,57.01,47.23,57.009,39.62
1114,2013-02-16 10:00:00,62.29,45.97,62.29,39.96
1115,2013-02-16 11:00:00,61.82,45.95,61.821,39.92
1116,2013-02-16 12:00:00,60.12,44.99,60.12,39.7
1117,2013-02-16 13:00:00,53.87,40.71,53.869,39.32
1118,2013-02-16 14:00:00,50.05,38.49,50.051,38.49
1119,2013-02-16 15:00:00,43.05,38.26,43.053,38.26
1120,2013-02-16 16:00:00,46.1,40.27,43.003,39.32
1121,2013-02-16 17:00:00,46.74,46.74,46.745,40.84
1122,2013-02-16 18:00:00,64.39,57.98,64.387,40.91
1123,2013-02-16 19:00:00,79.93,53.96,79.93,40.08
1124,2013-02-16 20:00:00,58.92,44.98,58.919,39.4
1125,2013-02-16 21:00:00,49.7,38.17,49.7,38.17
1126,2013-02-16 22:00:00,55.42,38.38,55.42,38.13
1127,2013-02-16 23:00:00,54.2,37.89,54.198,37.5
1128,2013-02-17 00:00:00,55.12,36.1,55.115,37.1
1129,2013-02-17 01:00:00,51.44,36.39,51.437,36.56
1130,2013-02-17 02:00:00,48.27,35.91,48.274,36.17
1131,2013-02-17 03:00:00,45.93,34.48,45.933,35.88
1132,2013-02-17 04:00:00,44.29,34.99,44.29,35.98
1133,2013-02-17 05:00:00,41.46,35.09,41.46,36.26
1134,2013-02-17 06:00:00,39.89,35.49,39.886,36.85
1135,2013-02-17 07:00:00,42.57,36.75,42.57,37.08
1136,2013-02-17 08:00:00,42.32,38.31,42.317,38.13
1137,2013-02-17 09:00:00,47.89,38.38,47.89,38.38
1138,2013-02-17 10:00:00,54.61,38.35,54.613,38.35
1139,2013-02-17 11:00:00,54.56,38.42,54.565,38.42
1140,2013-02-17 12:00:00,51.81,37.62,51.813,37.62
1141,2013-02-17 13:00:00,50.28,37.23,45.847,37.23
1142,2013-02-17 14:00:00,47.44,35.99,40.323,36.88
1143,2013-02-17 15:00:00,44.96,37.05,38.211,37.09
1144,2013-02-17 16:00:00,44.93,36.07,36.073,37.78
1145,2013-02-17 17:00:00,49.57,42.01,42.013,40.05
1146,2013-02-17 18:00:00,65.0,50.34,59.068,40.76
1147,2013-02-17 19:00:00,64.94,53.18,59.235,40.1
1148,2013-02-17 20:00:00,57.43,40.4,57.43,39.43
1149,2013-02-17 21:00:00,50.9,37.91,50.9,37.91
1150,2013-02-17 22:00:00,54.94,39.1,54.94,38.2
1151,2013-02-17 23:00:00,50.88,36.91,50.878,36.99
1152,2013-02-18 00:00:00,46.32,37.03,46.32,37.13
1153,2013-02-18 01:00:00,40.84,36.51,40.841,36.81
1154,2013-02-18 02:00:00,37.02,35.89,37.018,36.03
1155,2013-02-18 03:00:00,36.19,35.95,35.947,35.98
1156,2013-02-18 04:00:00,37.44,37.44,37.444,37.44
1157,2013-02-18 05:00:00,42.85,38.86,42.846,38.86
1158,2013-02-18 06:00:00,57.61,57.61,57.611,40.05
1159,2013-02-18 07:00:00,84.36,84.36,84.36,41.89
1160,2013-02-18 08:00:00,67.8,67.8,67.8,43.96
1161,2013-02-18 09:00:00,63.19,63.19,63.192,42.89
1162,2013-02-18 10:00:00,61.99,61.99,61.992,42.38
1163,2013-02-18 11:00:00,57.98,57.98,57.978,40.95
1164,2013-02-18 12:00:00,55.92,55.92,55.919,40.61
1165,2013-02-18 13:00:00,55.29,55.29,55.29,40.32
1166,2013-02-18 14:00:00,53.18,53.18,53.183,39.99
1167,2013-02-18 15:00:00,53.6,53.6,53.6,39.83
1168,2013-02-18 16:00:00,51.19,51.19,51.185,40.03
1169,2013-02-18 17:00:00,57.67,57.67,57.667,40.73
1170,2013-02-18 18:00:00,76.13,76.13,76.134,40.44
1171,2013-02-18 19:00:00,74.21,74.21,74.208,39.83
1172,2013-02-18 20:00:00,56.68,56.68,56.685,39.08
1173,2013-02-18 21:00:00,52.43,52.43,52.43,38.23
1174,2013-02-18 22:00:00,56.9,47.9,56.902,37.62
1175,2013-02-18 23:00:00,54.8,35.96,54.798,36.45
1176,2013-02-19 00:00:00,52.8,35.82,52.805,36.51
1177,2013-02-19 01:00:00,63.02,34.91,63.02,35.76
1178,2013-02-19 02:00:00,55.99,32.47,55.991,35.37
1179,2013-02-19 03:00:00,47.96,32.48,47.961,35.63
1180,2013-02-19 04:00:00,44.72,32.46,44.716,35.98
1181,2013-02-19 05:00:00,43.57,36.25,43.568,37.22
1182,2013-02-19 06:00:00,48.96,38.99,48.956,38.98
1183,2013-02-19 07:00:00,62.26,56.2,62.257,40.09
1184,2013-02-19 08:00:00,69.73,57.06,69.725,40.39
1185,2013-02-19 09:00:00,76.71,58.11,76.711,40.24
1186,2013-02-19 10:00:00,67.48,58.14,67.478,40.3
1187,2013-02-19 11:00:00,65.27,56.98,65.272,40.07
1188,2013-02-19 12:00:00,62.43,57.55,62.428,39.94
1189,2013-02-19 13:00:00,60.16,58.02,60.162,40.03
1190,2013-02-19 14:00:00,57.51,57.51,57.509,39.97
1191,2013-02-19 15:00:00,55.27,55.27,55.27,39.77
1192,2013-02-19 16:00:00,52.49,52.49,52.49,39.99
1193,2013-02-19 17:00:00,57.03,57.03,57.026,40.89
1194,2013-02-19 18:00:00,68.24,68.0,68.239,40.88
1195,2013-02-19 19:00:00,75.46,58.11,75.463,40.25
1196,2013-02-19 20:00:00,65.36,53.1,65.363,39.68
1197,2013-02-19 21:00:00,61.86,44.95,61.862,39.26
1198,2013-02-19 22:00:00,62.51,37.66,62.506,38.04
1199,2013-02-19 23:00:00,62.02,35.62,62.019,36.9
1200,2013-02-20 00:00:00,50.3,34.9,50.296,36.98
1201,2013-02-20 01:00:00,46.17,32.89,46.169,36.42
1202,2013-02-20 02:00:00,43.68,33.12,43.683,36.41
1203,2013-02-20 03:00:00,40.41,33.29,40.413,36.98
1204,2013-02-20 04:00:00,40.92,32.61,40.919,37.35
1205,2013-02-20 05:00:00,42.36,35.38,42.355,38.18
1206,2013-02-20 06:00:00,51.05,41.77,51.054,39.75
1207,2013-02-20 07:00:00,57.41,57.41,57.406,40.93
1208,2013-02-20 08:00:00,66.99,55.79,66.991,41.81
1209,2013-02-20 09:00:00,72.95,52.16,72.949,41.96
1210,2013-02-20 10:00:00,67.49,47.89,67.49,41.62
1211,2013-02-20 11:00:00,62.3,48.02,62.305,40.94
1212,2013-02-20 12:00:00,56.06,46.91,56.065,40.88
1213,2013-02-20 13:00:00,53.85,47.75,53.85,40.7
1214,2013-02-20 14:00:00,51.84,46.93,51.839,40.36
1215,2013-02-20 15:00:00,48.66,47.81,48.662,40.28
1216,2013-02-20 16:00:00,47.29,46.87,47.29,40.47
1217,2013-02-20 17:00:00,53.38,53.38,53.38,42.21
1218,2013-02-20 18:00:00,67.51,67.51,67.51,42.22
1219,2013-02-20 19:00:00,67.93,67.93,67.934,40.74
1220,2013-02-20 20:00:00,59.16,57.09,59.158,39.97
1221,2013-02-20 21:00:00,50.91,45.99,50.911,39.69
1222,2013-02-20 22:00:00,50.0,39.09,50.0,38.75
1223,2013-02-20 23:00:00,50.13,36.14,50.132,37.31
1224,2013-02-21 00:00:00,48.57,38.13,48.566,38.3
1225,2013-02-21 01:00:00,45.76,36.98,45.758,37.93
1226,2013-02-21 02:00:00,43.74,36.95,43.737,37.8
1227,2013-02-21 03:00:00,41.62,36.88,41.624,38.06
1228,2013-02-21 04:00:00,39.6,37.06,39.6,38.26
1229,2013-02-21 05:00:00,47.01,37.05,47.009,39.75
1230,2013-02-21 06:00:00,58.0,50.01,58.001,41.93
1231,2013-02-21 07:00:00,62.69,62.69,62.688,50.02
1232,2013-02-21 08:00:00,67.04,67.04,67.042,58.24
1233,2013-02-21 09:00:00,63.53,63.53,63.53,51.73
1234,2013-02-21 10:00:00,63.3,63.3,63.298,50.1
1235,2013-02-21 11:00:00,61.18,61.18,61.18,46.99
1236,2013-02-21 12:00:00,57.27,57.27,57.27,45.02
1237,2013-02-21 13:00:00,56.9,56.9,56.902,44.8
1238,2013-02-21 14:00:00,53.37,53.37,53.371,43.43
1239,2013-02-21 15:00:00,49.94,49.94,49.94,42.13
1240,2013-02-21 16:00:00,48.44,48.44,48.441,42.48
1241,2013-02-21 17:00:00,56.73,56.73,56.73,48.78
1242,2013-02-21 18:00:00,83.67,83.67,83.67,47.45
1243,2013-02-21 19:00:00,70.43,69.18,70.43,42.86
1244,2013-02-21 20:00:00,59.63,59.63,59.628,41.72
1245,2013-02-21 21:00:00,55.3,55.3,55.3,41.12
1246,2013-02-21 22:00:00,54.99,48.01,54.991,40.25
1247,2013-02-21 23:00:00,53.72,39.06,53.718,39.07
1248,2013-02-22 00:00:00,48.41,38.84,48.406,39.2
1249,2013-02-22 01:00:00,47.37,37.05,47.374,38.69
1250,2013-02-22 02:00:00,45.89,37.05,45.886,38.71
1251,2013-02-22 03:00:00,44.87,37.01,44.874,39.18
1252,2013-02-22 04:00:00,41.01,37.06,41.01,39.65
1253,2013-02-22 05:00:00,40.38,37.2,40.38,40.29
1254,2013-02-22 06:00:00,47.31,47.31,47.307,42.96
1255,2013-02-22 07:00:00,59.4,59.4,59.396,46.8
1256,2013-02-22 08:00:00,59.85,59.85,59.85,55.35
1257,2013-02-22 09:00:00,63.43,63.43,63.433,53.77
1258,2013-02-22 10:00:00,62.53,62.53,62.527,47.75
1259,2013-02-22 11:00:00,59.7,57.27,59.703,43.98
1260,2013-02-22 12:00:00,54.38,53.61,54.38,43.04
1261,2013-02-22 13:00:00,51.69,49.91,51.689,42.45
1262,2013-02-22 14:00:00,54.53,44.94,54.53,41.94
1263,2013-02-22 15:00:00,48.38,42.89,48.384,41.7
1264,2013-02-22 16:00:00,49.48,43.83,49.48,41.87
1265,2013-02-22 17:00:00,56.92,56.92,56.917,43.3
1266,2013-02-22 18:00:00,64.3,61.04,64.3,45.22
1267,2013-02-22 19:00:00,64.92,56.9,64.917,43.31
1268,2013-02-22 20:00:00,61.26,49.32,61.263,41.52
1269,2013-02-22 21:00:00,56.61,40.72,56.615,40.73
1270,2013-02-22 22:00:00,54.78,39.64,54.782,39.64
1271,2013-02-22 23:00:00,57.01,37.1,57.008,38.53
1272,2013-02-23 00:00:00,62.12,39.27,62.116,39.3
1273,2013-02-23 01:00:00,64.93,37.85,64.93,38.53
1274,2013-02-23 02:00:00,61.19,36.2,61.193,37.77
1275,2013-02-23 03:00:00,56.88,34.09,56.879,37.66
1276,2013-02-23 04:00:00,51.33,33.14,51.334,37.8
1277,2013-02-23 05:00:00,45.7,32.84,45.696,38.01
1278,2013-02-23 06:00:00,52.92,32.16,52.924,37.69
1279,2013-02-23 07:00:00,52.57,35.39,52.565,37.78
1280,2013-02-23 08:00:00,61.93,37.92,61.928,38.32
1281,2013-02-23 09:00:00,66.24,37.65,66.241,38.88
1282,2013-02-23 10:00:00,67.59,38.24,67.588,39.05
1283,2013-02-23 11:00:00,65.52,37.93,65.523,38.94
1284,2013-02-23 12:00:00,65.92,37.34,65.921,38.31
1285,2013-02-23 13:00:00,56.97,36.55,56.967,37.68
1286,2013-02-23 14:00:00,50.03,35.01,50.03,37.32
1287,2013-02-23 15:00:00,46.22,35.03,46.22,37.42
1288,2013-02-23 16:00:00,46.64,35.08,46.639,38.01
1289,2013-02-23 17:00:00,55.53,40.32,55.535,40.0
1290,2013-02-23 18:00:00,87.46,48.05,87.457,41.23
1291,2013-02-23 19:00:00,118.53,45.0,118.532,40.51
1292,2013-02-23 20:00:00,65.34,38.74,65.341,39.08
1293,2013-02-23 21:00:00,58.87,38.4,58.866,39.04
1294,2013-02-23 22:00:00,58.63,37.77,58.632,38.37
1295,2013-02-23 23:00:00,62.33,35.66,62.326,37.56
1296,2013-02-24 00:00:00,63.0,29.21,63.001,37.3
1297,2013-02-24 01:00:00,61.45,27.8,61.451,37.0
1298,2013-02-24 02:00:00,55.49,29.38,55.493,36.75
1299,2013-02-24 03:00:00,45.4,28.89,45.399,36.62
1300,2013-02-24 04:00:00,43.63,28.4,43.629,36.61
1301,2013-02-24 05:00:00,45.54,26.08,45.538,36.7
1302,2013-02-24 06:00:00,50.52,23.92,50.521,36.54
1303,2013-02-24 07:00:00,37.9,24.64,42.006,36.5
1304,2013-02-24 08:00:00,39.73,28.72,48.68,36.59
1305,2013-02-24 09:00:00,53.28,35.06,53.278,36.98
1306,2013-02-24 10:00:00,54.0,37.78,53.997,37.99
1307,2013-02-24 11:00:00,51.24,39.01,51.24,38.85
1308,2013-02-24 12:00:00,55.13,38.76,55.131,38.6
1309,2013-02-24 13:00:00,51.14,36.57,51.14,37.05
1310,2013-02-24 14:00:00,50.12,32.53,50.125,36.85
1311,2013-02-24 15:00:00,47.44,32.43,47.44,36.79
1312,2013-02-24 16:00:00,49.25,32.29,49.25,37.07
1313,2013-02-24 17:00:00,51.11,39.19,51.11,39.13
1314,2013-02-24 18:00:00,72.98,41.33,72.98,40.35
1315,2013-02-24 19:00:00,92.18,42.9,92.178,40.26
1316,2013-02-24 20:00:00,74.29,40.47,74.29,39.5
1317,2013-02-24 21:00:00,64.68,38.7,64.681,39.04
1318,2013-02-24 22:00:00,65.5,39.0,65.503,38.76
1319,2013-02-24 23:00:00,61.85,36.9,61.846,37.51
1320,2013-02-25 00:00:00,63.2,35.16,63.196,37.02
1321,2013-02-25 01:00:00,60.31,33.97,60.312,36.87
1322,2013-02-25 02:00:00,61.19,32.07,61.19,36.91
1323,2013-02-25 03:00:00,52.56,32.09,52.565,37.33
1324,2013-02-25 04:00:00,44.04,31.54,44.04,37.87
1325,2013-02-25 05:00:00,55.94,38.06,55.941,39.15
1326,2013-02-25 06:00:00,76.35,51.66,76.346,40.61
1327,2013-02-25 07:00:00,69.04,63.03,69.038,41.34
1328,2013-02-25 08:00:00,86.0,68.7,86.002,41.77
1329,2013-02-25 09:00:00,84.69,68.67,84.688,41.62
1330,2013-02-25 10:00:00,75.5,65.88,75.504,41.41
1331,2013-02-25 11:00:00,75.25,62.62,75.25,41.1
1332,2013-02-25 12:00:00,71.55,66.49,71.547,40.89
1333,2013-02-25 13:00:00,92.78,63.78,92.783,40.73
1334,2013-02-25 14:00:00,165.15,56.94,165.146,40.58
1335,2013-02-25 15:00:00,148.49,55.65,148.488,40.48
1336,2013-02-25 16:00:00,83.44,52.29,83.436,40.65
1337,2013-02-25 17:00:00,82.88,59.53,82.884,41.48
1338,2013-02-25 18:00:00,128.57,69.0,128.57,41.69
1339,2013-02-25 19:00:00,144.07,58.81,144.075,41.18
1340,2013-02-25 20:00:00,83.81,55.97,83.814,40.5
1341,2013-02-25 21:00:00,69.46,58.64,69.457,40.07
1342,2013-02-25 22:00:00,92.54,46.91,92.545,39.42
1343,2013-02-25 23:00:00,79.35,36.92,79.348,37.94
1344,2013-02-26 00:00:00,53.77,37.71,53.765,38.02
1345,2013-02-26 01:00:00,51.4,36.55,51.397,37.4
1346,2013-02-26 02:00:00,51.07,35.33,51.073,37.01
1347,2013-02-26 03:00:00,47.22,36.24,47.217,37.45
1348,2013-02-26 04:00:00,47.86,37.94,47.863,38.41
1349,2013-02-26 05:00:00,48.53,39.74,48.534,39.75
1350,2013-02-26 06:00:00,52.1,52.1,52.1,41.17
1351,2013-02-26 07:00:00,62.84,62.84,62.838,41.85
1352,2013-02-26 08:00:00,65.0,63.81,65.0,42.92
1353,2013-02-26 09:00:00,67.36,67.36,67.36,42.67
1354,2013-02-26 10:00:00,69.91,69.91,69.911,41.98
1355,2013-02-26 11:00:00,71.01,71.01,71.009,41.65
1356,2013-02-26 12:00:00,65.0,65.0,65.0,41.48
1357,2013-02-26 13:00:00,64.1,64.1,64.103,41.28
1358,2013-02-26 14:00:00,60.17,60.17,60.165,41.16
1359,2013-02-26 15:00:00,57.42,57.42,57.416,41.09
1360,2013-02-26 16:00:00,53.8,53.8,53.805,41.14
1361,2013-02-26 17:00:00,60.02,60.02,60.02,41.97
1362,2013-02-26 18:00:00,88.39,84.77,88.39,41.98
1363,2013-02-26 19:00:00,94.86,67.91,94.86,41.59
1364,2013-02-26 20:00:00,67.59,64.12,67.592,41.13
1365,2013-02-26 21:00:00,64.07,53.92,64.069,40.49
1366,2013-02-26 22:00:00,62.69,51.56,62.688,39.49
1367,2013-02-26 23:00:00,59.89,38.46,59.892,38.01
1368,2013-02-27 00:00:00,50.61,39.98,50.606,39.2
1369,2013-02-27 01:00:00,56.01,37.23,56.008,37.79
1370,2013-02-27 02:00:00,47.0,37.34,47.003,37.83
1371,2013-02-27 03:00:00,45.0,37.9,45.0,38.07
1372,2013-02-27 04:00:00,43.5,39.1,43.499,39.14
1373,2013-02-27 05:00:00,46.5,42.16,46.501,40.43
1374,2013-02-27 06:00:00,55.55,55.55,55.547,41.64
1375,2013-02-27 07:00:00,66.34,66.34,66.34,44.12
1376,2013-02-27 08:00:00,71.96,71.96,71.961,46.12
1377,2013-02-27 09:00:00,71.82,71.82,71.822,45.37
1378,2013-02-27 10:00:00,72.12,72.12,72.116,43.99
1379,2013-02-27 11:00:00,68.05,68.05,68.051,42.4
1380,2013-02-27 12:00:00,62.05,62.05,62.051,41.74
1381,2013-02-27 13:00:00,63.0,63.0,63.0,41.5
1382,2013-02-27 14:00:00,62.13,62.13,62.127,41.23
1383,2013-02-27 15:00:00,59.72,59.72,59.723,41.02
1384,2013-02-27 16:00:00,56.28,56.28,56.281,41.14
1385,2013-02-27 17:00:00,62.02,62.02,62.018,41.94
1386,2013-02-27 18:00:00,99.9,99.9,99.9,42.94
1387,2013-02-27 19:00:00,98.11,98.11,98.113,41.84
1388,2013-02-27 20:00:00,66.48,66.48,66.483,41.04
1389,2013-02-27 21:00:00,56.27,56.27,56.272,40.34
1390,2013-02-27 22:00:00,58.43,58.43,58.432,39.63
