age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,target
49.0,4,52184.0,15,10.0,2,7,0,4,1,0.0,0.0,40.0,39,1
33.0,4,226629.0,11,9.0,2,14,0,4,1,0.0,0.0,84.0,39,0
32.0,6,115066.0,15,10.0,2,3,0,4,1,0.0,0.0,60.0,39,1
24.0,4,235720.0,1,7.0,4,5,4,4,1,2463.0,0.0,40.0,39,1
30.0,4,175413.0,11,9.0,5,7,1,4,0,0.0,0.0,35.0,39,0
36.0,6,34180.0,11,9.0,5,3,1,4,1,0.0,0.0,48.0,39,1
44.0,6,264740.0,9,13.0,2,12,0,4,1,0.0,0.0,50.0,39,0
62.0,6,116626.0,11,9.0,2,5,0,4,1,0.0,0.0,80.0,39,1
28.0,2,207213.0,11,9.0,5,8,4,4,0,0.0,0.0,50.0,39,1
24.0,4,196269.0,11,9.0,2,3,0,4,1,0.0,0.0,60.0,39,1
20.0,0,210781.0,15,10.0,4,0,3,4,0,0.0,0.0,15.0,39,1
49.0,4,452402.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,0
35.0,4,170263.0,11,9.0,4,6,3,4,0,0.0,0.0,35.0,39,1
24.0,4,172987.0,15,10.0,2,3,0,4,1,0.0,0.0,50.0,39,1
27.0,4,298871.0,12,14.0,2,10,0,4,1,0.0,0.0,55.0,39,1
58.0,4,132606.0,4,3.0,2,7,0,4,1,0.0,0.0,40.0,39,1
63.0,4,298699.0,15,10.0,0,8,1,4,1,0.0,0.0,40.0,39,1
64.0,4,169604.0,15,10.0,2,4,0,4,1,15024.0,0.0,50.0,39,0
40.0,2,243580.0,12,14.0,0,10,1,2,1,0.0,0.0,40.0,39,1
36.0,4,67728.0,11,9.0,2,3,0,4,1,0.0,0.0,52.0,39,1
25.0,4,478836.0,15,10.0,0,8,3,2,1,594.0,0.0,15.0,39,1
66.0,7,132055.0,9,13.0,2,4,0,4,1,2290.0,0.0,45.0,39,1
20.0,4,387779.0,11,9.0,4,8,2,3,1,0.0,0.0,32.0,39,1
21.0,4,267040.0,11,9.0,4,3,3,4,1,0.0,0.0,40.0,39,1
30.0,4,332975.0,9,13.0,4,1,1,4,1,0.0,1741.0,45.0,0,1
17.0,4,272372.0,4,3.0,4,5,3,4,1,0.0,0.0,25.0,16,1
49.0,4,117095.0,11,9.0,5,8,1,4,1,0.0,0.0,40.0,39,1
31.0,4,254293.0,15,10.0,0,8,1,4,0,0.0,0.0,25.0,39,1
31.0,4,82508.0,15,10.0,4,1,1,4,1,0.0,0.0,30.0,39,1
57.0,2,121111.0,11,9.0,0,3,1,4,1,0.0,0.0,40.0,39,1
38.0,4,95654.0,11,9.0,2,1,5,4,0,0.0,0.0,40.0,39,1
22.0,4,311764.0,1,7.0,4,3,3,4,1,0.0,0.0,30.0,39,1
36.0,4,273604.0,0,6.0,0,8,1,1,1,0.0,0.0,10.0,1,1
76.0,6,174309.0,8,11.0,2,4,0,2,1,0.0,0.0,20.0,39,1
62.0,0,83439.0,11,9.0,2,0,0,4,1,5178.0,0.0,40.0,39,0
68.0,5,52052.0,15,10.0,2,3,0,4,1,0.0,0.0,10.0,39,1
62.0,4,94318.0,10,16.0,6,4,1,4,1,14084.0,0.0,40.0,0,0
50.0,5,68898.0,11,9.0,2,3,0,4,1,4386.0,0.0,60.0,12,0
36.0,4,327435.0,4,3.0,5,3,1,4,1,0.0,0.0,38.0,16,1
49.0,6,36601.0,11,9.0,2,3,0,4,1,0.0,0.0,45.0,39,1
38.0,4,205852.0,9,13.0,2,4,0,4,1,5178.0,0.0,40.0,39,0
31.0,4,125457.0,11,9.0,0,12,1,4,0,0.0,0.0,40.0,39,1
21.0,4,111676.0,15,10.0,4,1,3,4,0,0.0,0.0,20.0,39,1
37.0,4,58337.0,15,10.0,4,3,1,4,1,0.0,0.0,40.0,39,1
41.0,4,153031.0,15,10.0,2,4,0,4,1,0.0,0.0,40.0,39,1
45.0,4,68896.0,11,9.0,4,8,1,4,0,0.0,0.0,40.0,39,1
17.0,4,236091.0,0,6.0,4,3,1,4,1,594.0,0.0,30.0,39,1
31.0,4,106014.0,14,15.0,2,10,0,4,1,0.0,1977.0,50.0,39,0
49.0,4,32212.0,15,10.0,2,14,0,1,1,0.0,0.0,60.0,39,0
34.0,2,117018.0,15,10.0,2,4,0,4,1,0.0,0.0,45.0,39,0
32.0,4,247328.0,11,9.0,4,1,1,4,0,0.0,0.0,37.0,39,1
20.0,4,219835.0,15,10.0,4,12,3,4,0,0.0,0.0,30.0,39,1
53.0,7,58913.0,12,14.0,2,4,0,4,1,15024.0,0.0,60.0,39,0
50.0,5,181498.0,12,14.0,4,4,1,4,0,27828.0,0.0,40.0,39,0
76.0,0,79445.0,15,10.0,6,0,1,4,0,0.0,0.0,16.0,39,1
37.0,4,149297.0,15,10.0,2,3,0,4,1,0.0,0.0,55.0,39,1
54.0,2,196307.0,9,13.0,2,10,0,4,1,0.0,0.0,40.0,39,1
55.0,1,305850.0,14,15.0,2,2,0,4,1,15024.0,0.0,40.0,39,0
42.0,4,142424.0,5,4.0,2,6,0,4,1,0.0,0.0,60.0,39,1
18.0,4,180725.0,2,8.0,4,12,3,4,0,0.0,0.0,25.0,39,1
45.0,1,126754.0,11,9.0,2,1,0,4,1,0.0,0.0,45.0,39,1
24.0,4,36058.0,9,13.0,4,12,1,4,0,0.0,0.0,32.0,39,1
63.0,4,200127.0,3,2.0,6,7,2,4,0,0.0,0.0,19.0,22,1
26.0,4,49092.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,1
43.0,6,110355.0,11,9.0,2,12,0,4,1,0.0,0.0,45.0,39,1
36.0,4,191146.0,15,10.0,0,8,1,4,0,0.0,0.0,40.0,39,1
51.0,5,114674.0,15,10.0,2,4,0,4,1,0.0,0.0,40.0,39,1
53.0,4,81794.0,10,16.0,0,10,1,4,1,0.0,0.0,50.0,39,1
21.0,4,186087.0,15,10.0,4,8,3,4,0,0.0,0.0,40.0,39,1
44.0,4,248406.0,11,9.0,2,14,0,0,1,0.0,0.0,50.0,39,1
30.0,7,576645.0,9,13.0,2,11,0,2,1,0.0,0.0,40.0,0,1
64.0,4,133144.0,11,9.0,2,8,0,4,1,0.0,0.0,20.0,39,1
27.0,4,113882.0,14,15.0,4,10,2,3,1,0.0,0.0,50.0,14,1
46.0,4,101430.0,15,10.0,2,13,0,4,1,0.0,1887.0,45.0,39,0
34.0,7,177331.0,9,13.0,2,10,5,4,0,0.0,0.0,45.0,39,0
23.0,4,278107.0,11,9.0,4,3,1,4,1,0.0,0.0,40.0,39,1
31.0,7,116677.0,11,9.0,2,11,0,4,1,0.0,0.0,40.0,39,0
48.0,1,50567.0,15,10.0,0,4,1,4,1,0.0,0.0,40.0,39,1
39.0,7,188069.0,15,10.0,2,11,0,4,1,0.0,0.0,40.0,39,1
22.0,4,450695.0,15,10.0,4,8,1,2,0,0.0,0.0,30.0,39,1
70.0,2,88638.0,11,9.0,2,12,0,4,1,0.0,0.0,6.0,39,1
36.0,4,235371.0,15,10.0,2,4,0,4,1,7298.0,0.0,40.0,39,0
76.0,0,217043.0,11,9.0,6,0,1,2,0,0.0,0.0,6.0,39,1
27.0,4,130386.0,7,12.0,0,14,4,4,0,0.0,0.0,40.0,39,1
37.0,4,166744.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,39,1
49.0,4,34377.0,15,10.0,2,4,0,4,1,0.0,0.0,40.0,39,0
41.0,4,141642.0,15,10.0,0,7,1,4,0,0.0,0.0,40.0,39,1
41.0,4,44121.0,15,10.0,2,13,0,4,1,0.0,0.0,44.0,39,0
25.0,4,126133.0,15,10.0,2,4,5,4,0,0.0,0.0,40.0,39,1
44.0,4,210013.0,15,10.0,2,12,0,4,1,0.0,0.0,40.0,39,0
30.0,1,76313.0,7,12.0,4,13,1,1,0,0.0,0.0,60.0,39,1
25.0,4,220284.0,11,9.0,4,6,2,2,0,0.0,0.0,43.0,6,1
38.0,5,124665.0,9,13.0,2,3,0,4,1,7688.0,0.0,35.0,39,0
50.0,7,392668.0,10,16.0,2,10,0,4,1,0.0,0.0,40.0,39,0
46.0,4,165937.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,1
36.0,0,247547.0,11,9.0,2,0,0,4,1,0.0,0.0,40.0,39,1
26.0,4,247196.0,9,13.0,4,13,3,4,1,0.0,0.0,50.0,39,1
27.0,0,189399.0,6,5.0,5,0,4,4,0,0.0,0.0,50.0,39,1
34.0,4,378272.0,9,13.0,2,12,0,4,1,0.0,0.0,60.0,39,0
43.0,4,195258.0,9,13.0,2,3,0,4,1,0.0,0.0,50.0,39,0
39.0,4,290922.0,5,4.0,4,8,1,4,1,0.0,0.0,20.0,26,1
39.0,4,123983.0,11,9.0,0,8,1,2,0,0.0,0.0,40.0,39,1
39.0,4,115289.0,7,12.0,2,3,0,4,1,0.0,0.0,40.0,39,1
40.0,6,33219.0,11,9.0,4,5,1,4,1,0.0,0.0,70.0,39,0
34.0,4,441454.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,1
40.0,4,209547.0,9,13.0,0,12,3,4,1,0.0,0.0,50.0,39,1
61.0,4,190682.0,11,9.0,2,12,0,4,1,0.0,0.0,40.0,39,1
23.0,4,194723.0,9,13.0,2,10,0,4,1,2407.0,0.0,20.0,11,1
30.0,4,93973.0,1,7.0,4,1,1,4,1,0.0,0.0,40.0,28,1
36.0,4,110998.0,9,13.0,2,10,5,4,0,0.0,0.0,32.0,39,0
17.0,4,507492.0,0,6.0,4,12,3,2,0,0.0,0.0,30.0,39,1
30.0,4,274577.0,12,14.0,2,10,0,4,1,0.0,1887.0,40.0,39,0
32.0,4,224462.0,1,7.0,2,5,0,4,1,0.0,0.0,40.0,39,1
42.0,4,162140.0,11,9.0,0,8,1,4,0,0.0,0.0,30.0,39,1
42.0,4,154076.0,12,14.0,2,4,0,4,1,0.0,0.0,40.0,39,0
59.0,4,152731.0,15,10.0,2,12,0,4,1,0.0,0.0,48.0,39,1
18.0,4,100875.0,11,9.0,4,8,3,4,0,0.0,0.0,30.0,39,1
55.0,7,146326.0,11,9.0,2,11,0,4,1,0.0,0.0,40.0,39,1
67.0,0,157403.0,11,9.0,6,0,1,4,0,0.0,0.0,20.0,39,1
46.0,4,285750.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,0
49.0,6,32825.0,11,9.0,2,3,0,4,1,0.0,0.0,35.0,39,1
21.0,4,348092.0,11,9.0,4,3,1,4,1,0.0,0.0,35.0,39,1
44.0,4,228320.0,5,4.0,0,12,4,4,1,0.0,0.0,40.0,39,1
35.0,4,181382.0,11,9.0,2,3,0,4,1,0.0,0.0,45.0,39,0
20.0,0,200061.0,15,10.0,4,0,3,4,0,0.0,0.0,40.0,39,1
48.0,4,148995.0,15,10.0,4,3,4,4,0,0.0,0.0,40.0,39,1
36.0,4,150042.0,11,9.0,2,3,0,4,1,0.0,0.0,55.0,39,1
27.0,2,221317.0,11,9.0,2,11,0,4,1,0.0,0.0,40.0,39,1
33.0,4,155475.0,9,13.0,2,1,5,4,0,0.0,0.0,5.0,39,1
62.0,4,202242.0,5,4.0,6,7,1,2,0,0.0,0.0,40.0,39,1
46.0,2,213668.0,1,7.0,2,6,0,4,1,0.0,0.0,40.0,22,1
36.0,4,166115.0,11,9.0,4,1,3,4,1,0.0,0.0,40.0,39,1
55.0,6,111625.0,6,5.0,2,3,0,4,1,0.0,0.0,50.0,39,1
29.0,6,405083.0,11,9.0,3,3,1,4,1,0.0,0.0,40.0,39,1
37.0,2,269300.0,15,10.0,2,3,0,2,1,0.0,0.0,50.0,39,1
32.0,4,51150.0,8,11.0,0,4,4,4,0,0.0,0.0,40.0,39,1
47.0,4,94342.0,15,10.0,2,10,0,4,1,0.0,0.0,40.0,39,1
63.0,0,221592.0,9,13.0,6,0,1,3,0,0.0,0.0,30.0,39,1
47.0,6,184682.0,14,15.0,4,10,1,4,1,0.0,0.0,40.0,39,0
26.0,4,28443.0,9,13.0,2,12,0,4,1,0.0,0.0,40.0,39,0
36.0,7,223020.0,9,13.0,2,4,0,4,1,0.0,0.0,50.0,39,0
34.0,4,143392.0,8,11.0,2,12,0,4,1,0.0,0.0,50.0,39,0
37.0,6,35330.0,9,13.0,5,12,1,4,0,0.0,0.0,55.0,39,1
23.0,4,187513.0,15,10.0,4,7,3,4,1,0.0,0.0,20.0,39,1
47.0,1,168191.0,15,10.0,2,3,0,4,1,0.0,0.0,40.0,0,1
50.0,4,193081.0,15,10.0,2,13,0,4,1,0.0,0.0,60.0,39,0
59.0,6,190514.0,15,10.0,2,4,0,4,1,0.0,1848.0,60.0,39,0
45.0,6,204205.0,11,9.0,2,4,0,4,1,0.0,0.0,40.0,39,1
44.0,4,335223.0,15,10.0,0,14,4,4,1,0.0,0.0,40.0,39,1
38.0,4,428251.0,6,5.0,2,7,0,1,1,0.0,0.0,50.0,3,0
43.0,2,194360.0,12,14.0,2,10,0,4,1,0.0,0.0,50.0,39,1
46.0,2,33373.0,9,13.0,2,10,0,4,1,0.0,0.0,45.0,39,0
30.0,4,147430.0,11,9.0,2,4,0,4,1,0.0,0.0,40.0,39,1
31.0,4,127215.0,15,10.0,2,12,0,4,1,0.0,0.0,60.0,39,0
35.0,4,276559.0,9,13.0,4,8,1,4,0,0.0,0.0,50.0,39,0
26.0,6,192652.0,15,10.0,4,4,4,4,1,0.0,0.0,40.0,39,1
25.0,4,207369.0,6,5.0,4,7,2,4,1,0.0,0.0,40.0,26,1
28.0,4,224964.0,12,14.0,3,11,1,4,1,0.0,0.0,20.0,39,1
58.0,6,301568.0,9,13.0,2,4,0,4,1,0.0,0.0,70.0,39,1
58.0,7,138130.0,11,9.0,4,1,1,4,1,0.0,1741.0,40.0,39,1
42.0,4,318947.0,11,9.0,0,7,1,4,0,0.0,0.0,40.0,0,1
37.0,5,27997.0,8,11.0,2,12,0,4,1,0.0,0.0,60.0,39,1
26.0,4,252563.0,0,6.0,4,6,1,4,1,0.0,0.0,24.0,39,1
41.0,4,194636.0,9,13.0,2,4,0,4,1,0.0,0.0,40.0,39,1
33.0,4,85355.0,11,9.0,2,4,0,4,1,0.0,0.0,50.0,39,1
47.0,4,348986.0,8,11.0,3,3,1,4,1,6849.0,0.0,65.0,39,0
21.0,4,218957.0,1,7.0,4,8,4,2,0,0.0,0.0,40.0,39,1
29.0,4,188401.0,7,12.0,2,1,5,1,0,0.0,1740.0,35.0,19,1
36.0,4,73023.0,15,10.0,2,3,0,4,1,0.0,0.0,40.0,39,0
25.0,4,336440.0,15,10.0,2,11,0,4,1,0.0,0.0,40.0,39,0
33.0,6,116539.0,15,10.0,0,3,1,4,1,0.0,0.0,50.0,39,1
26.0,4,89648.0,15,10.0,2,1,5,4,0,0.0,0.0,40.0,39,0
25.0,4,217006.0,11,9.0,4,12,1,4,1,0.0,0.0,37.0,39,1
31.0,4,56026.0,15,10.0,0,8,1,4,0,0.0,0.0,30.0,39,1
18.0,0,67793.0,11,9.0,4,0,3,4,0,0.0,0.0,20.0,39,1
46.0,4,107737.0,11,9.0,2,3,0,4,1,0.0,0.0,50.0,39,0
44.0,4,165346.0,11,9.0,2,1,5,1,0,0.0,0.0,40.0,0,1
47.0,6,237731.0,11,9.0,2,3,0,1,1,0.0,0.0,60.0,37,1
19.0,4,118306.0,11,9.0,4,8,1,4,0,0.0,0.0,40.0,39,1
24.0,4,109053.0,15,10.0,4,13,2,4,0,0.0,0.0,35.0,39,1
19.0,0,174871.0,15,10.0,4,0,3,4,0,0.0,0.0,25.0,39,1
29.0,4,226295.0,11,9.0,0,3,1,4,1,0.0,0.0,40.0,39,1
24.0,4,275395.0,11,9.0,4,7,1,4,1,0.0,0.0,40.0,39,1
35.0,4,147638.0,9,13.0,4,12,3,2,0,0.0,0.0,40.0,39,1
29.0,4,244395.0,11,9.0,4,6,1,4,1,0.0,0.0,40.0,39,1
27.0,4,221366.0,6,5.0,4,5,2,4,1,0.0,0.0,40.0,26,1
23.0,4,193090.0,11,9.0,5,1,1,4,0,0.0,0.0,40.0,39,1
66.0,6,219220.0,14,15.0,2,10,0,4,1,99999.0,0.0,60.0,39,0
21.0,4,163870.0,11,9.0,4,14,3,4,0,0.0,0.0,40.0,39,1
23.0,6,208503.0,7,12.0,4,5,3,2,0,0.0,0.0,2.0,39,1
24.0,4,118514.0,11,9.0,2,12,0,4,1,0.0,0.0,50.0,39,1
36.0,4,29814.0,11,9.0,2,4,0,4,1,0.0,0.0,40.0,39,1
68.0,0,255276.0,11,9.0,2,0,0,2,1,0.0,0.0,60.0,39,0
52.0,4,150812.0,8,11.0,2,12,0,4,1,0.0,0.0,40.0,39,0
43.0,1,197069.0,15,10.0,2,4,0,4,1,0.0,0.0,40.0,39,0
18.0,4,162840.0,0,6.0,4,12,3,4,0,0.0,0.0,20.0,39,1
48.0,4,198000.0,15,10.0,2,3,0,4,1,7688.0,0.0,40.0,39,0
48.0,4,102359.0,9,13.0,2,4,0,4,1,0.0,0.0,40.0,39,0
23.0,4,224954.0,1,7.0,4,3,4,4,1,0.0,0.0,40.0,8,1
46.0,7,27802.0,9,13.0,2,10,0,4,1,0.0,0.0,40.0,39,1
49.0,5,94606.0,7,12.0,2,4,0,4,1,15024.0,0.0,40.0,39,0
58.0,4,268295.0,4,3.0,2,8,0,2,1,0.0,0.0,38.0,39,1
26.0,4,159759.0,8,11.0,2,12,5,4,0,0.0,0.0,50.0,0,1
21.0,4,344492.0,15,10.0,4,12,3,4,1,0.0,0.0,40.0,39,1
55.0,4,141877.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,1
47.0,5,350759.0,10,16.0,2,4,0,4,1,0.0,2002.0,60.0,39,1
45.0,4,104521.0,11,9.0,0,1,4,4,0,0.0,0.0,32.0,39,1
46.0,4,208872.0,8,11.0,3,7,4,1,0,0.0,0.0,40.0,30,1
39.0,4,196673.0,11,9.0,2,12,0,4,1,0.0,0.0,56.0,39,0
49.0,4,176814.0,15,10.0,2,3,0,4,1,0.0,0.0,50.0,39,1
37.0,2,289238.0,7,12.0,2,3,0,4,1,0.0,0.0,40.0,39,1
22.0,4,72887.0,15,10.0,4,8,3,4,1,0.0,0.0,24.0,39,1
52.0,2,192853.0,12,14.0,2,10,0,4,1,0.0,0.0,40.0,39,0
41.0,0,230020.0,4,3.0,2,0,0,4,1,0.0,0.0,32.0,26,1
40.0,4,277647.0,15,10.0,2,4,0,4,1,0.0,0.0,40.0,39,0
25.0,2,262818.0,15,10.0,4,11,2,2,1,0.0,0.0,40.0,39,1
45.0,4,329603.0,11,9.0,2,6,5,4,0,0.0,0.0,48.0,39,1
54.0,4,222882.0,11,9.0,2,14,0,2,1,0.0,0.0,40.0,39,0
38.0,4,167140.0,7,12.0,2,4,5,2,0,0.0,1902.0,40.0,39,0
19.0,4,270551.0,11,9.0,4,8,3,4,1,0.0,0.0,35.0,39,1
17.0,4,154908.0,0,6.0,4,12,3,4,0,0.0,0.0,15.0,39,1
36.0,2,285865.0,9,13.0,2,10,0,4,1,0.0,0.0,20.0,39,1
49.0,6,148254.0,11,9.0,0,12,1,4,0,0.0,0.0,40.0,39,1
36.0,4,301614.0,11,9.0,2,3,0,2,1,0.0,0.0,40.0,5,0
39.0,4,250217.0,11,9.0,0,7,4,4,1,0.0,0.0,50.0,39,1
64.0,2,152172.0,11,9.0,0,4,1,4,1,0.0,0.0,25.0,39,1
28.0,2,194759.0,15,10.0,2,11,0,4,1,0.0,0.0,40.0,39,1
44.0,6,255543.0,4,3.0,2,5,0,4,1,0.0,0.0,84.0,39,0
26.0,4,40255.0,8,11.0,4,7,1,4,1,0.0,0.0,45.0,39,1
17.0,4,222618.0,1,7.0,4,12,3,2,0,0.0,0.0,15.0,39,1
43.0,4,117627.0,5,4.0,2,6,0,4,1,0.0,0.0,99.0,39,1
43.0,4,218309.0,9,13.0,3,10,1,4,0,0.0,0.0,45.0,39,1
35.0,4,265954.0,11,9.0,5,14,1,4,1,0.0,0.0,40.0,39,1
38.0,4,254439.0,2,8.0,0,1,4,4,0,0.0,0.0,40.0,39,1
31.0,6,36592.0,12,14.0,2,10,5,4,0,7688.0,0.0,55.0,39,0
43.0,2,174395.0,12,14.0,2,10,5,2,0,0.0,0.0,40.0,39,0
54.0,0,196975.0,4,3.0,2,0,0,4,1,0.0,0.0,48.0,39,1
53.0,5,233149.0,7,12.0,2,14,0,4,1,0.0,0.0,60.0,39,1
40.0,4,200766.0,11,9.0,2,14,0,4,1,0.0,0.0,40.0,39,1
41.0,4,247082.0,11,9.0,2,7,0,4,1,0.0,0.0,40.0,39,1
40.0,4,205680.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,1
41.0,4,171234.0,7,12.0,4,8,1,4,1,0.0,0.0,40.0,28,1
49.0,4,169042.0,15,10.0,2,12,0,4,1,0.0,0.0,40.0,39,0
46.0,4,195416.0,9,13.0,4,7,1,4,1,0.0,0.0,48.0,39,1
32.0,7,542265.0,11,9.0,4,1,1,4,0,0.0,0.0,40.0,39,1
56.0,4,202220.0,0,6.0,2,3,0,4,1,0.0,0.0,70.0,0,1
57.0,4,319122.0,5,4.0,0,14,4,4,1,0.0,0.0,45.0,13,1
18.0,4,132986.0,15,10.0,4,1,3,4,0,0.0,0.0,20.0,39,1
47.0,2,93618.0,15,10.0,2,14,0,4,1,0.0,0.0,40.0,39,1
43.0,1,347720.0,9,13.0,2,12,0,4,1,0.0,0.0,40.0,39,0
65.0,4,105116.0,15,10.0,2,8,0,4,1,0.0,0.0,27.0,39,1
21.0,4,206681.0,11,9.0,4,6,3,4,1,0.0,0.0,40.0,39,1
55.0,4,127728.0,11,9.0,2,8,0,4,1,0.0,0.0,45.0,39,1
54.0,4,209947.0,1,7.0,0,8,4,2,0,0.0,0.0,40.0,39,1
20.0,4,125010.0,11,9.0,4,7,3,4,0,0.0,0.0,42.0,39,1
29.0,4,183854.0,1,7.0,2,3,0,4,1,0.0,0.0,40.0,39,1
28.0,4,216178.0,11,9.0,2,12,0,4,1,0.0,0.0,50.0,39,1
51.0,4,177705.0,9,13.0,4,4,1,4,0,0.0,0.0,50.0,39,0
46.0,6,96260.0,11,9.0,2,5,0,4,1,4386.0,0.0,72.0,39,1
34.0,1,419691.0,9,13.0,4,4,1,4,1,0.0,0.0,50.0,39,1
45.0,4,166056.0,9,13.0,2,3,0,4,1,0.0,0.0,84.0,39,0
57.0,4,188330.0,11,9.0,0,1,1,4,0,0.0,0.0,40.0,39,1
46.0,6,80914.0,9,13.0,2,4,0,4,1,0.0,0.0,30.0,39,1
52.0,6,42984.0,15,10.0,2,12,0,4,1,0.0,0.0,50.0,39,1
39.0,4,226894.0,9,13.0,6,4,4,4,1,0.0,0.0,40.0,11,1
40.0,4,566537.0,14,15.0,2,10,5,2,0,0.0,0.0,40.0,39,1
34.0,4,157747.0,11,9.0,2,14,0,4,1,0.0,0.0,60.0,39,1
45.0,4,282172.0,15,10.0,4,4,1,2,0,0.0,1340.0,40.0,39,1
42.0,4,158555.0,11,9.0,0,9,4,4,0,0.0,0.0,40.0,4,1
20.0,6,176321.0,15,10.0,4,3,3,4,1,0.0,1504.0,18.0,39,1
27.0,4,21856.0,15,10.0,4,12,2,4,1,0.0,0.0,40.0,39,1
27.0,4,255582.0,4,3.0,4,3,1,4,1,0.0,0.0,40.0,4,1
28.0,4,25955.0,15,10.0,4,1,4,2,0,0.0,0.0,40.0,39,1
44.0,4,230592.0,11,9.0,2,13,0,3,1,15024.0,0.0,40.0,39,0
39.0,6,174330.0,11,9.0,2,4,0,4,1,0.0,0.0,60.0,39,1
20.0,4,200421.0,15,10.0,4,12,3,4,1,0.0,0.0,20.0,0,1
51.0,4,158508.0,9,13.0,0,4,1,4,1,0.0,0.0,70.0,39,0
56.0,6,66356.0,1,7.0,6,12,1,4,0,0.0,0.0,37.0,39,1
52.0,6,27539.0,15,10.0,2,5,0,4,1,7688.0,0.0,46.0,39,0
46.0,2,88564.0,12,14.0,2,10,0,4,1,0.0,0.0,56.0,39,1
30.0,2,131568.0,12,14.0,4,10,1,4,0,0.0,0.0,50.0,39,1
26.0,4,34803.0,8,11.0,4,10,1,4,1,0.0,0.0,45.0,39,1
18.0,4,127388.0,2,8.0,4,12,3,4,0,0.0,0.0,20.0,39,1
24.0,4,237386.0,6,5.0,0,14,1,4,1,0.0,0.0,40.0,39,1
58.0,0,191830.0,11,9.0,2,0,0,4,1,3411.0,0.0,80.0,39,1
37.0,4,386461.0,15,10.0,2,3,0,4,1,0.0,0.0,40.0,39,0
24.0,1,44075.0,9,13.0,4,10,1,4,0,0.0,0.0,40.0,39,1
34.0,2,398988.0,12,14.0,4,10,1,4,0,0.0,0.0,40.0,39,1
59.0,4,108929.0,15,10.0,2,4,0,4,1,0.0,0.0,12.0,7,1
43.0,4,397280.0,7,12.0,2,4,0,4,1,0.0,0.0,50.0,39,1
45.0,6,277434.0,9,13.0,4,10,1,4,1,0.0,0.0,35.0,39,1
35.0,2,177305.0,15,10.0,4,3,1,4,1,0.0,0.0,40.0,39,1
33.0,4,76493.0,9,13.0,2,10,0,4,1,0.0,0.0,45.0,39,0
20.0,4,223921.0,15,10.0,4,1,3,4,0,0.0,0.0,40.0,39,1
39.0,5,200863.0,12,14.0,4,4,1,4,0,0.0,0.0,50.0,39,1
28.0,4,75695.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,1
36.0,4,207853.0,9,13.0,2,10,0,4,1,0.0,0.0,40.0,39,0
40.0,4,179557.0,11,9.0,2,7,0,4,1,0.0,0.0,45.0,39,0
37.0,4,305259.0,9,13.0,2,4,0,4,1,0.0,0.0,50.0,39,0
43.0,6,396758.0,9,13.0,2,4,0,1,1,0.0,0.0,50.0,30,1
65.0,6,99359.0,14,15.0,4,12,1,4,1,1086.0,0.0,60.0,39,1
19.0,4,38294.0,11,9.0,4,14,3,4,1,2176.0,0.0,45.0,32,1
40.0,4,219869.0,11,9.0,4,3,1,4,1,0.0,0.0,40.0,39,1
22.0,0,367655.0,11,9.0,4,0,3,2,1,0.0,0.0,40.0,39,1
44.0,1,68729.0,9,13.0,6,4,4,4,0,0.0,0.0,40.0,0,1
47.0,4,61885.0,9,13.0,2,4,0,4,1,15024.0,0.0,60.0,39,0
24.0,4,172987.0,15,10.0,4,10,1,1,1,0.0,0.0,45.0,0,1
58.0,4,141379.0,11,9.0,0,13,1,4,1,4787.0,0.0,25.0,39,0
50.0,4,320510.0,15,10.0,0,4,1,4,0,0.0,0.0,40.0,39,1
36.0,4,117073.0,7,12.0,0,12,4,4,0,0.0,0.0,40.0,39,1
29.0,4,177562.0,15,10.0,0,8,4,4,0,0.0,0.0,25.0,39,1
38.0,4,309122.0,15,10.0,0,1,4,2,0,0.0,0.0,40.0,39,1
24.0,4,220944.0,11,9.0,4,3,3,4,1,0.0,0.0,40.0,39,1
58.0,1,26947.0,15,10.0,6,4,1,4,0,0.0,0.0,15.0,39,1
20.0,7,219211.0,15,10.0,4,14,3,4,1,0.0,0.0,30.0,39,1
35.0,4,117567.0,11,9.0,4,1,3,4,0,6849.0,0.0,35.0,39,1
35.0,4,177482.0,9,13.0,2,1,0,1,1,0.0,0.0,40.0,30,1
44.0,4,248973.0,9,13.0,2,14,0,1,1,0.0,0.0,24.0,0,1
24.0,4,128477.0,12,14.0,4,10,3,4,1,0.0,0.0,60.0,39,1
25.0,4,176756.0,11,9.0,4,12,3,0,1,0.0,0.0,30.0,39,1
36.0,4,325374.0,9,13.0,4,4,1,4,1,8614.0,0.0,40.0,39,0
23.0,2,197918.0,15,10.0,4,8,3,4,1,0.0,0.0,40.0,39,0
20.0,4,211049.0,15,10.0,4,7,3,4,0,594.0,0.0,20.0,39,1
